UID;Titel;"Autor Vorname";"Autor Nachname";"SS Indiziert";"zusätzl. Infos";Listen-Seitennummer;"Edition 1: Verlag";"Edition 1: Ort";"Edition 1: Jahr";"Edition 2: Verlag";"Edition 2: Ort";"Edition 2: Jahr"
book-7c3c3184-c7f3-4972-b093-2813c42d3488-de_DE-1;"Don Juan";"Stephan von";Hartenstein;1;;54;Drei-Verl.;London;1934;;;
book-84d563d7-2d5f-428c-b23b-1f247d043c1c-de_DE-1;"Ein Wort noch";"Stephan von";Hartenstein;1;;54;Drei-Verl.;London;1934;;;
book-40684654-62bf-4624-8b5b-981242e68ad8-de_DE-1;"Homosexualität und Frauenemanzipation";;Hartung;;;54;Spohr;Leipzig;" 1910";;;
book-12d398d1-10d3-42c9-badd-8729ddc5b83a-de_DE-1;"Die Braumacht";;"Hartwich, Alexander, Gina Kaus u. Alfred Kind";;;54;"Verl. f. Kulturforschung";Wien;" 1931";;;
book-d2f9ae43-5a6d-47d3-977e-ff7dc4fd4aa3-de_DE-1;"Der Faschismus in Deutschland";Theodor;Hartwig;1;;54;"Freidenkerbund von Nordamerika";Wisconsin;1933;;;
book-63d3f6ba-ac57-4aaf-a66b-01e596aad2f9-de_DE-1;"Soziologie und Sozialismus";Theodor;Hartwig;;;54;Urania-Verl.;Jena;1927;;;
book-d1c18d0e-98ae-4e61-a9f2-9c0c71f04933-de_DE-1;"Zwischen Tanks und Stacheldraht";;Harzheim;;;54;"Verl. d. Jugendinternationale";Berlin;" 1932";;;
book-95f77090-3a5b-459d-8c29-c54d294eae81-de_DE-1;"Moses ad absurdum";;Harys;;;54;Ries;Essen;" 1933";;;
book-e1a670b4-c46b-415d-b10d-4ba0556b82d8-de_DE-1;"Sämtliche Schriften";Jaroslav;Hasek;;;54;;;;;;
book-50ca937a-9588-4702-8a86-7460c9e10a58-de_DE-1;"Der Kampf um den Kirchenaustritt";Anton;Haselmayer;;;54;Ludendorff-Verl.;München;1933;;;
book-88fb2f84-4f87-410b-905b-b0d272f3303a-de_DE-1;"Sämtliche Schriften";Walter;Hasenclever;;;54;;;;;;
book-ddd822dd-1f45-4907-a1ce-62ba7c0a2e1a-de_DE-1;"Not der Liebe";Hans;Haserodt;;;54;Urquell-Verl.;Flarchheim;1928;;;
book-6670a4d4-c698-4215-b57c-c50c076a26c8-de_DE-1;"Die neue Sittlichkeit";"Franz Ehregott";Hauptvogel;;;54;Hartung;Leipzig;1922;;;
book-9bde8694-7665-4ce5-aed8-5d2feb49885a-de_DE-1;"Hurra! Hurra! Hurra!";Raoul;Hausmann;;;54;Malik-Verl.;Berlin;1921;;;
book-04da8429-140f-46c8-9705-f717daa390b6-de_DE-1;"Republik Europa";Werner;Hauswirth;1;;54;"B. Fischer in Komm.";Münsingen;1937;;;
book-60029b2f-63eb-4ae8-9726-bd6c1c5cc0a7-de_DE-1;"Police politique hitlérienne";"Xavier de";Hauteclocque;1;;54;"Nouv. Revue critique";Paris;1935;;;
book-347f1f69-6c6f-408b-bf24-a4f715165444-de_DE-1;"Gott, Kaiser und Bauer";Julius;Hay;1;;54;"Oprecht & Helbling";Zürich;1935;"Staatsverl. d. nat. Minderheiten";Kiew;1937
book-46ca5eb2-ed5f-4175-8a23-de1b259ffc28-de_DE-1;"Das Ehrenbuch des Führers";Walter;Hawel;;;54;Floeder;Düsseldorf;1933;;;
book-42c8dac8-45dd-4201-8519-94ad498e687c-de_DE-1;Haben;Julius;Hay;1;;54;"Verlagsgen. ausländ. Arbeiter";Moskau;1938;;;
book-6670ad31-4888-4725-820c-6419c79e13b1-de_DE-1;"Ins Chaos?";Julius;Haydu;;;54;Amalthea-Verl.;Wien;1931;;;
book-c644df17-9cdc-4dbf-acb9-3ae447c5b5ed-de_DE-1;"Jehovas Geburt";Julius;Haydu;;;54;Phaidon-Verl.;Wien;1930;;;
book-f2000ce1-2271-4da8-a4c5-7f572810e4fc-de_DE-1;"Die Kandidatenfalle";Gustav;Heise;;;56;"Verl. mod. Lektüre";Berlin;1923;;;
book-988d1aca-ef1f-411a-b9aa-75360a5fb2e3-de_DE-1;"Kampf und Aufstieg";Karl;Heinz;;;56;Sasi-Verl.;Wien;1932;;;
book-c2fb4e23-6bb2-4977-a269-13c9d787be80-de_DE-1;"Helden, Drei ~ des chinesischen Volkes";;;1;;56;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1936";;;
book-3c7b7ba5-cbbd-482a-8c5c-2545f5f195ea-de_DE-1;"Sämtliche Schriften";Walter;Heitsch;;;56;;;;;;
book-b9a8accf-774c-424b-a860-3820b0f2cb25-de_DE-1;"Helden der Ostmark";;;;;56;"Zoller & Co.";" Wien";" 1937";;;
book-4631e3ec-0ee4-4562-b77f-69a1a57e01e2-de_DE-1;"Abrahams Lüge";Hans;Hellbardt;;;56;Kaiser;München;1936;;;
book-56939391-262a-4a0c-ba71-d172bf27c621-de_DE-1;"Helft! Russland in Not";;;;;56;Malik-Verl.;" Berlin";" 1921";;;
book-decab66d-b4cf-4bc7-b422-0c89ef0358be-de_DE-1;"Die Lage der Juden in Russland von der Märzrevolution 1917 bis zur Gegenwart";Abraham;Heller;;;56;Marcus;Breslau;1935;;;
book-bf455ded-5e0e-44a6-bc45-2dee685205af-de_DE-1;"Der Franzi und andere Habsburger Anekdoten";Fred;Heller;;;56;Steegemann;Hannover;1925;;;
book-e77ae43f-1984-4ba0-ad84-a11c56a901d4-de_DE-1;"Sämtliche Schriften";Artur;Heller;;;56;;;;;;
book-0e7da728-a42e-47dc-8b8a-efbf1d246664-de_DE-1;"Sozialismus und Nation";Hermann;Heller;;;56;Arbeiterjugend-Verl.;Berlin;1925;;;
book-1ff68d38-09f6-4b97-843a-539d273764b2-de_DE-1;"Der Liebesrentner";Leo;Heller;;;56;Oestergaard;Berlin;1933;;;
book-53d07220-0bcc-487e-83e8-138a052b4e49-de_DE-1;"Lieder vom Frühling";Leo;Heller;;;56;Delta-Verl.;Berlin;1921;;;
book-06d89a81-6658-4d03-8ed7-720560adb3c2-de_DE-1;"Sämtliche Schriften";Otto;Heller;;;56;;;;;;
book-58676c1e-9b0b-49b3-a73e-5656c5cc3d2c-de_DE-1;"Politische Prognose für Deutschland";Willy;Hellpach;;;56;"S. Fischer";Berlin;1928;;;
book-b32eed10-901b-4e47-81ce-33319b814054-de_DE-1;Sittenspiegel;"Friedrich von";Hellwald;;;56;"R. Voigtländer";Leipzig;1926;;;
book-b382726f-bd60-49d4-a72c-a2a127c72f71-de_DE-1;"Die Wesensgestalt der deutschen Schule";Willy;Hellpach;;;56;"Quelle & Meyer";Leipzig;1925;;;
book-1282e9db-a436-45dc-93f4-409b13f51ff5-de_DE-1;"Fahnenhissung und Fahneneinholung";Gerhard;Hellwig;;;56;"Neuer Berliner Buchvertrieb";Berlin;1935;;;
book-ca707343-ac2c-4334-ad03-5d3247dd2b76-de_DE-1;"Nat.-soz. Feiern im Rahmen eines Hitlerjahres";Gerhard;Hellwig;;;56;"Neuer Berliner Buchvertrieb";Berlin;1934;;;
book-4cae7ba6-506b-4b38-89fe-c3a504477ba0-de_DE-1;"Sechs Vorträge bei Veranstaltungen im 3. Reich";Gerhard;Hellwig;;;56;"Neuer Berliner Buchvertrieb";Berlin;1934;;;
book-7607b7a4-0a8f-4c5c-ae81-87606657604b-de_DE-1;"Wohin gehst du? 15 Schulentlassungsfeiern";Gerhard;Hellwig;;;56;"Neuer Berliner Buchvertrieb";Berlin;1934;;;
book-2c429bdb-9cba-41a7-ab96-73834e4ed7af-de_DE-1;"Rassenkunde aus katholischer Schau";F.;Helmich;;;56;Volksbundverl.;Reichenberg;1936;;;
book-8214d7b3-2379-4fde-b8a0-210a9d2bf924-de_DE-1;"Urgeschichte im Lichte der katholischen Wahrheit";F.;Helmich;;;56;Volksbundverl.;Reichenberg;1936;;;
book-b1f1a8cb-0f1c-42b1-a430-de481d2c5e39-de_DE-1;"Sämtliche Schriften";Alexander;Helphand;;;56;;;;;;
book-48459223-128b-40f1-8c61-c373b5750afe-de_DE-1;"Der grosse Krieg";Werner;Helwig;;;56;Voggenreiter;Potsdam;1935;;;
book-837a5241-07fd-4b6f-a9c5-521ecc22780f-de_DE-1;"In einem anderen Land";Ernest;Hemingway;;;56;Rowohlt;Berlin;1936;Tauchnitz;Leipzig;1930
book-2a0ef041-6ca3-4c6d-96a4-e91051e18c1a-de_DE-1;"Das ist der Mensch";"Karl Georg";Hemmerich;;;56;Krohn;Badenweiler;1936;;;
book-7fddaa55-fcab-45ad-95ed-916f5ccdf544-de_DE-1;"Freedom's crooked scars";Alexander;Henderson;1;;56;"H. Hamilton";London;1937;;;
book-2380d78a-ee92-4800-826c-dfb1be1a9884-de_DE-1;"Sämtliche Schriften";"Hans Otto";Henel;;;56;;;;;;
book-7aa444eb-8372-4f79-843b-014a64782c9f-de_DE-1;"Das Hambacher Fest";Wilhelm;Herzberg;1;;58;"Gerisch & Co.";Ludwigshafen;1908;;;
book-fbaa6187-6ce0-45d6-83c5-8d310a9751a1-de_DE-1;"Sozialdemokratie und Anarchismus";Wilhelm;Herzberg;;;58;"Gerisch & Co.";Ludwigshafen;1906;;;
book-40a0e35f-d6ff-4221-a89d-1d175905771b-de_DE-1;Erinnerungen;Alexander;Herzen;1;;58;Kompass-Verl.;Basel;1931;;;
book-c63f7b04-91ae-4392-8cce-b7627108afb4-de_DE-1;"Sämtliche Schriften";Wieland;Herzfelde;;;58;;;;;;
book-6b42656d-0f0c-434b-9d9c-1d3cde2be9a1-de_DE-1;"Sämtliche Schriften";Helmut;Herzfeld;;;58;;;;;;
book-6b7d74cc-421e-43a9-84d6-585157b6b0d1-de_DE-1;"Sämtliche Schriften";Wilhelm;Herzog;;;58;;;;;;
book-471f6834-d089-440a-8f8d-e59b2ee7cbc6-de_DE-1;"Rom und Jerusalem";Moses;Hess;1;;58;Löwit;Wien;1919;"Hozaah Ivrith";"Tel Aviv";1935
book-41102442-56c7-473a-9fcd-a65262a09ab0-de_DE-1;"Morath schlägt sich durch";"Max René";Hesse;;;58;Cassirer;Berlin;1933;;;
book-5400bd0f-12cb-4b65-8161-b14160d5ac5e-de_DE-1;"Morath verwirklicht einen Traum";"Max René";Hesse;;;58;Cassirer;Berlin;1933;;;
book-2901128a-3837-4c01-b912-640427474754-de_DE-1;"Glück in der Liebe";Robert;Hessen;;;58;Langen;München;1908;;;
book-71e1acb8-6e9d-43f8-a4a6-7b3c0cc32d86-de_DE-1;"Führer aus deutscher Not";Theodor;Heuss;;;58;Weltgeist-Bücher;Berlin;1928;;;
book-1a6b54ba-57b7-4ca3-a2cf-26705316648b-de_DE-1;"Hitlers Weg";Theodor;Heuss;;;58;Union;Stuttgart;1932;;;
book-fcb3a6fe-e6c8-49e0-911b-206ea4a4abdf-de_DE-1;"Hexenkessel der Liebe";;;;;58;Lykeion;" Leipzig";" 1931";;;
book-7eff9cfc-ab0e-4710-ae94-ba6eb21f0eea-de_DE-1;Gesundheitsquell;Friedrich;Hey;;"Sämtliche Ausgaben";58;;;;;;
book-e801686f-75a5-4872-a5a6-a5b509eadc2f-de_DE-1;"Wir Wehr-Wölfe";"Peter von";Heydebreck;;;58;"K. F. Koehler";Leipzig;1931;;;
book-3c1efda7-785d-45aa-88a2-e3381c1c620c-de_DE-1;Coup;"J. Joe";Heydecker;;;58;Lipsia-Verl.;Leipzig;1933;;;
book-ddeed057-2244-4676-b92d-bc66a1b97605-de_DE-1;"Der Chevalier von Geldern";Fritz;Heymann;1;;58;Querido-Verl.;Amsterdam;1937;;;
book-6d35cc08-163d-4ab4-89fb-aca7087500b5-de_DE-1;"Medizin für Alle. Nebst Beilageheft: Sexuelle Fragen";Kurt;Heymann;;;58;Schubarth;Köln;1932;;;
book-77815768-9c81-4e18-8bc9-fa96f0d599af-de_DE-1;"Sämtliche Schriften";Robert;Heymann;;;58;;;;;;
book-93c1b370-3560-41f6-aed3-e95928f82f50-de_DE-1;"Heil dem Zuckerkranken";Kurt;Hickethier;;;58;"Verl. Sonnenschulbücherei";Ellrich;1933;;;
book-2b6c6593-225c-4c71-9531-f4c829178604-de_DE-1;"Lehrbuch der Antlitz-Diagnostik";Kurt;Hickethier;;;58;Biochemie-Verl.;Halle;1926;;;
book-3de17657-54a9-4f4a-911f-b71d5fca1fef-de_DE-1;"Lehrbuch der Biochemie";Kurt;Hickethier;;;58;Biochemie-Verl.;Halle;1925;;;
book-8aebf097-2e0d-4961-a789-85b3753da87d-de_DE-1;"Volle Sehkraft";Kurt;Hickethier;;;58;Biochemie-Verl.;Halle;1930;;;
book-e97a3b63-352e-46d2-aaca-614929cd98fa-de_DE-1;"Von Verdun bis Stinnes";"Carl Paul";Hiesgen;;;58;Fackelreiter-Verl.;Bergedorf;1928;;;
book-99cd099e-7e25-4e25-bad0-af7d4b347bb0-de_DE-1;"Die Tänzerin Valeska Gert";Fred;Hildenbrandt;;;58;Hädecke;Stuttgart;1928;;;
book-52c3a157-addc-40a9-b42b-4606cfbda23d-de_DE-1;"Sämtliche Schriften";"Dietrich von";Hildebrand;;;58;;;;;;
book-6cac5e31-e5cb-43a8-b1b7-c3f4566844ce-de_DE-1;"Hilfe, 5 Jahre Internationale Rote ~";;;;;58;Mopr-Verl.;" Berlin";" 1928";;;
book-af1fd901-a580-4c63-96da-06e1f689060f-de_DE-1;"Hilfe, 5 Jahre Internationale Rote ~ im Bilde";;;;;58;Mopr-Verl.;" Berlin";" 1928";;;
book-7ef8971e-9a54-4160-a5ef-beb358df3021-de_DE-1;"Hilfe, 10 Jahre Internationale Rote ~";;;;;58;Mopr-Verl.;" Berlin";" 1932";;;
book-3da54325-594f-448b-8701-c45d0f08c742-de_DE-1;"Sämtliche Schriften";Rudolf;Hilferding;;;58;;;;;;
book-878e7f46-b730-4efe-9e5c-93c84b30c2c1-de_DE-1;Geburtenregelung;Margret;Hilferding;;;58;Perles;Wien;1926;;;
book-5a367e7e-2c47-48b6-91f7-e9fe58d35534-de_DE-1;"Sämtliche Schriften";Kurt;Hiller;;;58;;;;;;
book-c4b4e204-6299-46d9-ace2-c8ea3ca1b18a-de_DE-1;"Gottfried Keller";Eduard;Hitschmann;;;58;"Internat. psychoanalyt. Verl.";Wien;1919;;;
book-d9d573da-5de3-4c8f-816a-0dbd71fecc98-de_DE-1;"Sämtliche Schriften";Karl;Hillmann;;;58;;;;;;
book-cc938186-c300-45d8-b69b-fd521bd41390-de_DE-1;"Untersuchungsausschuss u. Dolchstosslegende";M.;Hobohm;;;58;"Verl. d. Weltbühne";Berlin;1926;;;
book-f318d592-4ac0-41b2-ad79-9165ab23b48b-de_DE-1;"Sämtliche Schriften";Max;Hochdorf;;;58;;;;;;
book-949f8c20-2ba7-4f70-8543-3077374404bd-de_DE-1;"Der Salonlöwe";"Guido von";Hochstaetten;;;58;Schwarze;Dresden;1926;;;
book-c8d2bc9f-8abf-4af4-a06b-2f0ceca2b326-de_DE-1;"Schule der Volkswirtschaft";Franz;Hochstetter;;;58;Militär-Verl.;Fürstenwalde;1935;;;
book-5ad0fb0f-5a1e-4b7d-9a22-164f9829b515-de_DE-1;"Hochverrat, Der literarische ~ von Joh. R. Becher";;;;;58;Mopr-Verl.;" Berlin";" 1928";;;
book-a15a7eed-0fde-41f2-8807-cb187c59beb4-de_DE-1;"Hochverratsprozess, Der ~ wider Liebknecht, Bebel, Hepner vor d. Schwurgericht zu Leipzig vom 11.—26. März 1872";;;;;58;Vorwärts;" Leipzig";" 1894";;;
book-1f4be360-39f7-463b-a38a-e7e160a78aa8-de_DE-1;"Sämtliche Schriften";Max;Hodann;;;58;;;;;;
book-46b5f9b6-d1a0-40fe-9495-a980d494c4d9-de_DE-1;"Wie benehme ich mich?";Erich;Hoeflich;;;58;Stollfuss;Bonn;1936;;;
book-91ff65fd-0652-4f6f-9cb0-0bc7c6aa83c4-de_DE-1;"Fluch den Waffen";Gustav;Hoeft;;;58;;"o. O.";1924;;;
book-2bc019b5-3731-4957-b804-990f35d704cd-de_DE-1;"Die Frau im Dritten Reich";Wilhelm;Hoegner;;;58;Dietz;Berlin;1931;;;
book-bcacd209-c32a-4bd7-84e2-890415aa2c50-de_DE-1;"Sämtliche Schriften";Emil;Hoellein;;;58;;;;;;
book-e74e8fa2-224f-46d6-9c7d-ee2e9df743bc-de_DE-1;"Sämtliche Schriften";Karl;Hoeltermann;;;58;;;;;;
book-7b4bcd5b-0fda-4e45-a067-b68a4379f265-de_DE-1;"Sämtliche Schriften";Edwin;Hoernle;;;58;;;;;;
book-5937ead5-2043-420a-b530-cf78edbbd5f7-de_DE-1;"Sämtliche Schriften";Max;Hoelz;;;58;;;;;;
book-f4a225e0-3da4-40e1-a1ad-65e77d37c583-de_DE-1;"Alexander Soldenhoff";Rudolf;Hoesli;1;;58;"Oprecht & Helbling";Zürich;1935;;;
book-e36072cd-5cad-4d48-81ce-84e56cf3861e-de_DE-1;Eros;Heinrich;Hoessli;;;58;Barsdorf;Berlin;1924;;;
book-bc22a32c-f6cb-4100-afb8-a3c6931252be-de_DE-1;"De Vrijheid der Wetenschap";"H. R.";Hoetink;1;;58;"van Gorcum";Assen;1938;;;
book-6b279c81-0271-42a8-ba0b-26ff3a693304-de_DE-1;"Der grosse alte Mann. — Ein Masaryk-Buch";Josef;Hofbauer;1;;58;Prager;Pressburg;1938;;;
book-b4a43068-9a46-4ed0-a809-967a95450023-de_DE-1;"Offener Brief an alle Deutschen u. ihre Führer im Reich u. in den Ländern";"August Heinrich";Hofer;;;58;Selbstverl.;Berlin;1931;;;
book-ddf1cecb-7ec3-4576-8236-45498c02c3f5-de_DE-1;"Der Marsch ins Chaos";Josef;Hofbauer;;;58;Phaidon-Verl.;Wien;1930;;;
book-4733d533-71e4-4027-b28f-c9b602c443c5-de_DE-1;"Lori Graff";"Hans von";Hoffensthal;;;58;Fleischel;Berlin;1914;"Dt. Verlagsanst.";Stuttgart;1922
book-1f318b3b-c749-4af9-b684-cbfb157294cf-de_DE-1;"Sämtliche Schriften";Adolf;Hoffmann;;;58;;;;;;
book-509723ee-e92b-469d-b0a4-422bab56e147-de_DE-1;"Witze, Karikaturen u. sonstige Ergötzlichkeiten aus dem 3. Reich";Otto;Hoffmann;1;;58;"Libreria internazionale";Cassarate;1935;;;
book-4f6f25f0-75ff-447a-84dc-512c79e0fca7-de_DE-1;"Terror und Ochrana";Wolfgang;Hoffmann-Harnisch;;;58;Prager;Leipzig;1932;;;
book-71ae054b-a995-4eca-b48d-60b3454b145d-de_DE-1;"Sämtliche Schriften";Richard;Hoffmann;;;58;;;;;;
book-9085852e-2458-449e-b095-1d6e4348fb76-de_DE-1;"Wie stelle ich ein Horoskop?";Albert;Hofmann;;;58;Barsdorf;Berlin;1919;;;
book-c3c6f798-15e2-4574-a84e-cdaf3ac1e258-de_DE-1;"Die menschliche Doppelgeschlechtlichkeit u. die sexuellen Zwischenstufen";Arthur;Hofstetter;;;58;Spohr;Leipzig;1930;;;
book-4905924f-428d-4a91-9b62-09d79648cf11-de_DE-1;"Das lüsterne Weib";Erik;Hoyer;;;62;"Verl. f. Kulturforschung";Wien;1929;;;
book-b008f134-575f-453a-bc85-ffef90b1e98f-de_DE-1;Heimwärts;Niels;Hoyer;1;;62;Kruseman;Haag;1936;Leo;Wien;1936
book-dea01f8e-3c10-49d0-8e65-9621903482b9-de_DE-1;Freimaurerei;Engelbert;Huber;;;62;Union;Stuttgart;1934;;;
book-a9711901-aa8c-46e1-90e7-6b4f33512685-de_DE-1;"Nietzsche und die moderne Welt";Alois;Hudal;1;;62;"Ditta Tipografia Cuggiani";Rom;1937;Schlusche;Lobnig;1938
book-9cfba53e-c26e-4779-9134-286849ee6992-de_DE-1;"Der Vatikan und die modernen Staaten";Alois;Hudal;;;62;Tyrolia;Innsbruck;1935;;;
book-aafef437-08af-4546-83af-c10b8b4c3200-de_DE-1;"Deutsches Volk und christliches Abendland";Alois;Hudal;;;62;Tyrolia;Innsbruck;1935;;;
book-b13a7041-94c4-445e-b808-c2013e1820ba-de_DE-1;"Die bolschewistische Volkswirtschaft";E.;Huebener;;;62;"Denter & Nicolas";Berlin;1919;;;
book-103f9e07-7dc9-4b73-99c5-f147476de15c-de_DE-1;Nichtarier;Hans;Huebner;;;62;Selbstverl.;Gross-Logisch;1934;;;
book-a93aca18-47fb-4cf4-bb8a-2af30cd29cf5-de_DE-1;"Das richtige Buch";Hermann;Huels;;;62;Uranus-Verl.;Hamburg;1935;;;
book-48bf7d2f-37b5-4f4b-a138-fa8b72cf8c29-de_DE-1;"China frisst Menschen";Richard;Huelsenbeck;1;;62;"Orell Füssli";Zürich;1933;;;
book-ceeba7ec-e649-4f9f-a2c2-6f1272f0ab19-de_DE-1;"Dada siegt";Richard;Huelsenbeck;;;62;Malik-Verl.;Berlin;1920;;;
book-efee6667-7c5c-4ecd-9e17-02aca9c7202f-de_DE-1;"Deutschland muss untergehen";Richard;Huelsenbeck;;;62;Malik-Verl.;Berlin;1920;;;
book-1e7fd2f6-5ad2-4764-9375-eea6db28417a-de_DE-1;"Phantastische Gebete";Richard;Huelsenbeck;1;;62;Dada;Zürich;1916;Malik-Verl.;Berlin;1920
book-365c9bce-6116-44aa-90d2-7ef972687931-de_DE-1;"Tagebuch eines halbwüchsigen Mädchens";Hermine;Hug-Hellmuth;;;62;"Internat. psychoanalyt. Verl.";Wien;1923;;;
book-4bb68e2d-1af3-48e5-b894-d81e074aa30a-de_DE-1;"Der Mensch und die Kultur";Johan;Huizinga;1;;62;Bermann-Fischer;Stockholm;1938;;;
book-5ecc5a0f-92fb-41b6-816a-89d9345a3641-de_DE-1;"Im Schatten von morgen";Johan;Huizinga;1;;62;Gotthelf-Verl.;Bern;1935;;;
book-f252ab0a-d81c-4d75-9c9d-0e6f8dce9ad6-de_DE-1;"Adolf Hitlers Mein Kampf — Dichtung und Wahrheit";Manuel;Humbert;1;;62;"Pariser Tageblatt";Paris;1936;;;
book-aa9a63d5-9295-4b73-9c56-f6cf5c9ca82f-de_DE-1;"Die Nachtmahr";Richard;Huldschiner;;;62;Langen;München;1910;;;
book-8c68683c-33e9-4eda-82bb-7596c8e478d6-de_DE-1;"Die Entscheidungsstunde der Deutschen Evangelischen Kirche";Paul;Humburg;;;62;Müller;Wuppertal-Barmen;1935;;;
book-3a1b3fe8-f017-4968-82d7-d07ab4d6b8f6-de_DE-1;"Sieghardus, der Hauptmann am Kreuz";Frida;Hummel;;;0;;Konstanz;1914;;;
book-91defa7e-53da-4acb-ae40-934b21a1a75b-de_DE-1;"Die Inseln";"Rudolf Jakob";Humm;1;;62;Oprecht;Zürich;1936;;;
book-cb2c9408-1409-4268-ba06-cbe20834c746-de_DE-1;"Hunger in Deutschland";;;;;62;Malik-Verl.;" Berlin";" 1923";;;
book-e0a29ecd-c67f-41cc-a2e4-9861fed020e7-de_DE-1;"Sibirische Mannschaft";Hugo;Huppert;1;;62;"Verlagsgen. ausländ. Arbeiter";Moskau;1934;;;
book-1364aef8-5135-4134-9be0-27b5b40c9123-de_DE-1;"Geschichte der jüngsten russischen Revolution";Elias;Hurwicz;;;62;"Der Firn";Berlin;1922;;;
book-61529664-4cb2-438a-a305-f9260ddeb581-de_DE-1;"Geschichte des russischen Bürgerkrieges";Elias;Hurwicz;;;62;Laub;Berlin;1927;;;
book-f8f6eb1c-faa8-4316-9fc7-71c27fc67f01-de_DE-1;"Zur Reform des politischen Denkens";Elias;Hurwicz;;;62;"Drei Masken-Verl.";München;1921;;;
book-84a7dc33-7bdc-4105-9c1e-cca04e645fd9-de_DE-1;"Helden im Keller";Hans;Huss;1;;62;Staatsverl.;Kiew;1935;;;
book-5c3c247e-84b7-4efa-bc96-8e6219b8416a-de_DE-1;"Mein Schicksal und die Sterne";"C. Heinrich";Huter;;;62;Bergmann;Leipzig;1928;;;
book-9ba28559-a3c0-4d9d-a4d4-7b39a1456394-de_DE-1;"Ich kann nicht schweigen. Von **";;;1;;64;Europa-Verl.;" Zürich";" 1936";;;
book-33fbf50c-2d69-43fa-807a-5fc88e5a08ad-de_DE-1;Picasso;Gotthard;Jedlicka;1;;64;"Oprecht & Helbling";Zürich;1934;;;
book-bc931ba2-1c00-41a8-ade1-1abbef0401c7-de_DE-1;"Geschichte. Die Epoche des Industriekapitalismus";;"Jefimov, A., und N. Freiberg";1;;64;"Staatsverl. f. Lehrbücher u. Pädagogik";Moskau;" 1934";;;
book-24a69fab-b606-45ba-9dbf-fcc7cef7565e-de_DE-1;"Die Krise des Bürgers";Fritz;Jellinek;1;;64;Europa-Verl.;Zürich;1936;;;
book-533a782f-77e9-47a2-b487-4f21e99970da-de_DE-1;"Dramatisches Skizzenbuch aus alter, aus neuer, aus neuester Zeit";Fritz;Jellinek;1;;64;Oprecht;Zürich;1938;;;
book-58029aee-72c2-41ba-8c1d-82855e75d55f-de_DE-1;"Sämtliche Schriften";Oskar;Jellinek;;;64;;;;;;
book-34ed5b64-2791-49b7-ae5b-9d936970a8e9-de_DE-1;"Die schwarzen Ratten";Billy;Jenkins;;;64;Dietsch;Leipzig;1934;;;
book-9b10a9f0-468b-4a43-87c3-28406e9fdc0d-de_DE-1;"Locker sitzt der Colt";Billy;Jenkins;;;0;Dietsch;Leipzig;1935;;;
book-d4852e80-6dbe-4ad2-b47a-09560a25e514-de_DE-1;"Bruder Teufel";Billy;Jenkins;;;64;Dietsch;Leipzig;1934;;;
book-582fd0c2-6a04-4286-818d-39129de707bc-de_DE-1;"Sämtliche Schriften";Otto;Jenssen;;;64;;;;;;
book-69cacdb0-487f-4f5a-975b-a71cb578cee9-de_DE-1;"Sämtliche Schriften";Else;Jerusalem;;;64;;;;;;
book-d20497c1-725b-42c9-926d-5a71cc016928-de_DE-1;"Das kleine Hausmittel-Buch";H.;Jerabek;;;64;Marby-Verl.;Stuttgart;1935;;;
book-9bdc023e-bb7a-4516-a15f-74649ed50358-de_DE-1;Geschwisterliebe;Georg;Jessel;;;64;"Verl. d. Schönheit";Dresden;1924;;;
book-4daec14c-cdcf-431d-8937-4d6a6bb077f0-de_DE-1;"Die Körperstrafen in der russischen Rechtspflege u. Verwaltung";"Nikolai N.";Jewreinow;;;64;"Verl. f. Sexualwiss.";Leipzig;1931;;;
book-5b6c96ff-a776-4893-9626-3627178431d7-de_DE-1;"Die getarnte Reaktion";Herbert;Ihering;;;64;Rowohlt;Berlin;1930;;;
book-2d58751f-8fb8-4b71-b560-6f7eb95b6fcc-de_DE-1;"Reinhardt, Jessner, Piscator oder Klassikertod?";Herbert;Ihering;;;64;Rowohlt;Berlin;1929;;;
book-f5438a18-3513-4047-b944-40581b71d83e-de_DE-1;"Hinter den Kulissen";Horst;Ihle;;;64;Dietsch;Leipzig;1919;;;
book-1d4c4d81-513b-4dd9-88ec-a8ad0b718b56-de_DE-1;"Sämtliche Schriften";Emma;Ihrer;;;64;;;;;;
book-508d39b1-e6c0-4986-8501-25a88cbb7ded-de_DE-1;Brachland;Peter;Jilemnicky;;;64;Malik-Verl.;Prag;1935;;;
book-5b805262-433c-4ddd-9fbb-c9a12bcb2213-de_DE-1;"Pavel Huscava geht in die Fabrik";Peter;Jilemnicky;1;;64;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-a536ed5f-3a0e-4387-a610-0677ead135de-de_DE-1;"Filosofska historija";Alois;Jirásek;;;64;Schmaler;Bautzen;1921;;;
book-63040ca9-5dbf-4b1b-980d-fe9479e5cd35-de_DE-1;"Ein Millionär in Sowjetrussland";;"Ilf, Ilja, und Eugen Petrow";;;64;Zsolnay;Wien;" 1932";;;
book-3801edc5-29de-48a0-80c4-91ef6059943b-de_DE-1;Gero;Alois;Jirásek;;;64;Schmaler;Bautzen;1906;;;
